Date,No.of Transaction,Total Share,Amount,Max.price,Min.price,Closing Price
2013-09-08,2,1000.00,140000.00,140.00,140.00,140.00
2013-09-10,2,250.00,34200.00,138.00,136.00,136.00
2013-09-17,3,710.00,94020.00,134.00,132.00,132.00
2013-09-19,3,2500.00,325000.00,130.00,130.00,130.00
2013-09-30,4,950.00,119200.00,128.00,124.00,124.00
2013-10-01,3,750.00,89900.00,122.00,118.00,118.00
2013-10-03,3,1000.00,113200.00,116.00,112.00,112.00
2013-10-17,12,2070.00,227700.00,110.00,110.00,110.00
2013-12-12,2,400.00,42800.00,108.00,106.00,106.00
2013-12-18,1,440.00,45760.00,104.00,104.00,104.00
2013-12-26,1,500.00,53000.00,106.00,106.00,106.00
2013-12-29,1,260.00,28080.00,108.00,108.00,108.00
2014-01-02,2,1800.00,190800.00,106.00,106.00,106.00
2014-01-12,2,600.00,65400.00,110.00,108.00,110.00
2014-01-13,6,4700.00,509400.00,112.00,108.00,108.00
2014-01-16,1,210.00,22680.00,108.00,108.00,108.00
2014-01-22,1,200.00,21600.00,108.00,108.00,108.00
2014-01-23,2,100.00,11000.00,110.00,110.00,110.00
2014-01-26,2,2550.00,271300.00,108.00,106.00,106.00
2014-02-03,1,200.00,21600.00,108.00,108.00,108.00
2014-02-05,5,300.00,34400.00,118.00,110.00,118.00
2014-02-06,6,970.00,117980.00,126.00,120.00,126.00
2014-02-09,3,1160.00,143840.00,124.00,124.00,124.00
2014-02-18,1,490.00,61740.00,126.00,126.00,126.00
2014-02-20,1,350.00,43400.00,124.00,124.00,124.00
2014-02-23,1,1000.00,124000.00,124.00,124.00,124.00
2014-02-24,5,2480.00,314000.00,130.00,126.00,130.00
2014-02-25,4,2500.00,330800.00,134.00,132.00,132.00
2014-02-26,3,1400.00,180000.00,130.00,128.00,130.00
2014-03-05,3,1330.00,177880.00,136.00,132.00,136.00
2014-03-06,1,1000.00,136000.00,136.00,136.00,136.00
2014-03-09,7,2580.00,352200.00,140.00,134.00,140.00
2014-03-10,10,2620.00,382740.00,148.00,142.00,148.00
2014-03-11,4,1800.00,274800.00,159.00,150.00,159.00
2014-03-12,5,720.00,116450.00,163.00,159.00,159.00
2014-03-13,1,1000.00,158000.00,158.00,158.00,158.00
2014-03-17,4,2380.00,380340.00,161.00,157.00,157.00
2014-03-19,5,750.00,114570.00,154.00,151.00,151.00
2014-03-20,7,3820.00,547640.00,148.00,140.00,140.00
2014-03-24,2,810.00,111160.00,138.00,136.00,136.00
2014-03-25,2,610.00,81960.00,136.00,134.00,136.00
2014-03-31,1,310.00,41540.00,134.00,134.00,134.00
2014-04-01,7,3910.00,510780.00,132.00,130.00,130.00
2014-04-03,1,500.00,64000.00,128.00,128.00,128.00
2014-04-09,6,930.00,116200.00,126.00,122.00,122.00
2014-04-13,1,70.00,8680.00,124.00,124.00,124.00
2014-04-15,1,250.00,31500.00,126.00,126.00,126.00
2014-04-16,2,700.00,90600.00,130.00,128.00,130.00
2014-04-17,9,900.00,113550.00,128.00,124.00,124.00
2014-04-21,1,1050.00,128100.00,122.00,122.00,122.00
2014-04-23,2,1200.00,148800.00,124.00,124.00,124.00
2014-04-28,1,1000.00,126000.00,126.00,126.00,126.00
2014-05-05,2,1110.00,141860.00,128.00,126.00,128.00
2014-05-08,1,210.00,26460.00,126.00,126.00,126.00
2014-05-18,1,350.00,44800.00,128.00,128.00,128.00
2014-05-19,1,200.00,25200.00,126.00,126.00,126.00
2014-05-22,1,750.00,96000.00,128.00,128.00,128.00
2014-05-25,2,700.00,92000.00,132.00,130.00,132.00
2014-05-28,3,210.00,28360.00,136.00,134.00,136.00
2014-06-02,1,1000.00,134000.00,134.00,134.00,134.00
2014-06-03,4,1990.00,267480.00,136.00,132.00,136.00
2014-06-05,2,100.00,13900.00,140.00,138.00,140.00
2014-06-10,1,500.00,71000.00,142.00,142.00,142.00
2014-06-18,1,110.00,15400.00,140.00,140.00,142.00
2014-06-26,2,550.00,76500.00,140.00,138.00,140.00
2014-06-29,1,500.00,69000.00,138.00,138.00,138.00
2014-06-30,1,500.00,70000.00,140.00,140.00,140.00
2014-07-02,7,5060.00,734060.00,148.00,142.00,146.00
2014-07-03,1,60.00,8880.00,148.00,148.00,148.00
2014-07-06,1,1000.00,148000.00,148.00,148.00,148.00
2014-07-07,7,1880.00,294310.00,161.00,150.00,159.00
2014-07-08,3,1040.00,166910.00,162.00,159.00,160.00
2014-07-09,6,3660.00,583140.00,163.00,157.00,157.00
2014-07-10,5,1400.00,216790.00,155.00,154.00,155.00
2014-07-13,2,200.00,31900.00,161.00,158.00,161.00
2014-07-14,4,1870.00,302560.00,165.00,160.00,165.00
2014-07-15,3,1760.00,287090.00,165.00,162.00,162.00
2014-07-16,6,3090.00,495550.00,162.00,160.00,160.00
2014-07-17,3,2710.00,441220.00,163.00,162.00,163.00
2014-07-20,2,660.00,111060.00,169.00,166.00,169.00
2014-07-23,6,12110.00,2094470.00,177.00,172.00,177.00
2014-07-24,1,100.00,18000.00,180.00,180.00,180.00
2014-07-27,6,1000.00,191100.00,198.00,183.00,198.00
2014-07-28,5,500.00,104500.00,217.00,201.00,217.00
2014-07-30,11,6630.00,1571600.00,238.00,221.00,238.00
2014-07-31,32,14740.00,3766500.00,261.00,240.00,261.00
2014-08-03,5,1950.00,503900.00,260.00,255.00,260.00
2014-08-04,4,1200.00,310000.00,265.00,255.00,255.00
2014-08-05,4,400.00,100100.00,253.00,247.00,247.00
2014-08-06,1,100.00,24300.00,243.00,243.00,243.00
2014-08-13,5,930.00,222270.00,239.00,239.00,239.00
2014-09-01,1,1000.00,235000.00,235.00,235.00,235.00
2014-09-03,1,1000.00,231000.00,231.00,231.00,231.00
2014-10-09,2,5100.00,1137700.00,227.00,223.00,223.00
2014-11-23,2,200.00,43800.00,219.00,219.00,219.00
2014-12-02,1,50.00,10750.00,215.00,215.00,215.00
2015-01-07,2,260.00,54260.00,211.00,207.00,207.00
2015-01-11,2,600.00,121800.00,203.00,203.00,203.00
2015-01-12,2,200.00,39800.00,199.00,199.00,199.00
2015-01-14,10,23550.00,4514500.00,200.00,190.00,196.00
2015-01-26,5,2040.00,367500.00,192.00,180.00,192.00
2015-01-27,3,520.00,104430.00,201.00,195.00,201.00
2015-01-28,6,890.00,188450.00,221.00,205.00,221.00
2015-01-29,18,7080.00,1698660.00,243.00,225.00,242.00
2015-02-01,7,1110.00,277530.00,255.00,245.00,245.00
2015-02-02,14,4650.00,1104800.00,241.00,236.00,236.00
2015-02-08,4,1500.00,345200.00,232.00,224.00,224.00
2015-02-09,4,260.00,56500.00,220.00,216.00,216.00
2015-02-10,4,1500.00,318700.00,216.00,212.00,212.00
2015-02-11,6,3470.00,750940.00,220.00,212.00,220.00
2015-02-12,9,1330.00,321040.00,242.00,224.00,242.00
2015-02-15,39,17320.00,4537650.00,266.00,242.00,266.00
2015-02-16,5,1850.00,476000.00,265.00,251.00,251.00
2015-02-18,7,2470.00,607780.00,248.00,245.00,245.00
2015-02-22,8,3730.00,911370.00,249.00,242.00,242.00
2015-02-23,7,3450.00,828800.00,242.00,238.00,242.00
2015-02-24,1,100.00,23800.00,238.00,238.00,238.00
2015-02-25,7,2600.00,600200.00,234.00,229.00,230.00
2015-02-26,6,4500.00,1055000.00,238.00,234.00,234.00
2015-03-01,10,5830.00,1354690.00,238.00,230.00,238.00
2015-03-02,5,4010.00,986570.00,257.00,240.00,257.00
2015-03-03,1,2000.00,506000.00,253.00,253.00,253.00
2015-03-04,2,510.00,126520.00,252.00,248.00,252.00
2015-03-09,6,3700.00,918400.00,252.00,245.00,245.00
2015-03-10,15,9560.00,2297400.00,242.00,240.00,242.00
2015-03-11,1,10.00,2380.00,238.00,238.00,238.00
2015-03-12,12,7600.00,1851860.00,250.00,236.00,250.00
2015-03-15,1,1000.00,246000.00,246.00,246.00,246.00
2015-03-17,1,400.00,96800.00,242.00,242.00,242.00
2015-03-22,2,1800.00,424400.00,238.00,234.00,234.00
2015-03-23,4,1050.00,250150.00,241.00,237.00,239.00
2015-03-25,2,546.00,126310.00,235.00,231.00,231.00
